u10092,11/14/2014 0:13,11/14/2014 0:13,A00002/B00003/C00006/D00022/
u10093,12/7/2014 20:25,12/7/2014 20:27,A00005/B00051/C00385/D21416/;A00002/B00003/C00074/D21397/
u10094,12/7/2014 20:49,12/7/2014 20:51,A00005/B00051/C00385/D21416/;A00002/B00003/C00074/D21397/
u10095,12/7/2014 21:14,12/7/2014 21:14,A00002/B00003/C00074/D21509/
u10096,12/7/2014 21:18,12/7/2014 21:18,A00002/B00003/C00074/D21517/;A00002/B00003/C00074/D21521/
u10097,12/7/2014 22:33,12/7/2014 22:34,A00002/B00001/C00075/D21648/;A00002/B00001/C00075/D12026/
u10098,11/14/2014 0:06,11/14/2014 0:07,A00003/B00004/C00008/D00008/
u10099,11/14/2014 0:17,11/14/2014 0:17,A00003/B00004/C00008/D00027/
u10100,11/14/2014 0:59,11/14/2014 0:59,A00003/B00004/C00008/D00027/
u10101,11/14/2014 1:19,11/14/2014 1:19,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10102,11/14/2014 1:50,11/14/2014 1:50,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10103,11/14/2014 9:02,11/14/2014 9:03,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10104,11/14/2014 9:13,11/14/2014 9:14,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10105,11/14/2014 9:45,11/14/2014 9:46,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10106,11/14/2014 10:17,11/14/2014 10:17,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10107,11/14/2014 10:27,11/14/2014 10:28,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10108,11/14/2014 10:37,11/14/2014 10:38,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10109,11/14/2014 10:58,11/14/2014 10:59,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10110,11/14/2014 11:51,11/14/2014 11:51,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10111,11/14/2014 12:53,11/14/2014 12:53,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10112,11/14/2014 13:13,11/14/2014 13:14,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10113,11/14/2014 13:23,11/14/2014 13:24,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10114,11/16/2014 11:33,11/16/2014 11:34,A00002/B00003/C00014/D03324/
u10115,11/16/2014 12:12,11/16/2014 12:15,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10116,11/16/2014 12:22,11/16/2014 12:25,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10117,11/16/2014 12:32,11/16/2014 12:35,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10118,11/16/2014 12:42,11/16/2014 12:42,A00002/B00003/C00005/D01338/
u10119,11/16/2014 12:52,11/16/2014 12:52,A00002/B00003/C00005/D01338/
u10120,11/16/2014 13:06,11/16/2014 13:06,A00002/B00003/C00014/D03324/
u10121,11/16/2014 14:28,11/16/2014 14:28,A00002/B00003/C00005/D01338/
u10122,11/16/2014 14:32,11/16/2014 14:32,A00002/B00003/C00014/D03324/
u10123,11/16/2014 14:48,11/16/2014 14:48,A00002/B00003/C00005/D01338/
u10124,11/16/2014 14:58,11/16/2014 14:58,A00002/B00003/C00005/D01338/
u10125,11/16/2014 15:29,11/16/2014 15:29,A00002/B00003/C00005/D01338/
u10126,11/23/2014 17:37,11/23/2014 17:37,A00002/B00002/C00002/D10755/
u10127,11/29/2014 11:10,11/29/2014 11:10,A00002/B00002/C00002/D15452/
u10128,12/1/2014 22:08,12/1/2014 22:08,A00002/B00002/C00002/D15452/
u10129,12/7/2014 9:21,12/7/2014 9:22,A00002/B00002/C00002/D07696/
u10130,12/7/2014 15:28,12/7/2014 15:28,A00002/B00002/C00002/D21056/
u10131,12/7/2014 18:04,12/7/2014 18:04,A00002/B00002/C00003/D14956/;A00002/B00001/C00010/D21073/
u10132,12/7/2014 18:31,12/7/2014 18:31,A00002/B00002/C00003/D14956/
u10133,12/7/2014 18:37,12/7/2014 18:37,A00002/B00001/C00010/D21073/
u10134,12/7/2014 20:52,12/7/2014 20:52,A00002/B00002/C00002/D06058/
u10135,12/8/2014 14:20,12/8/2014 14:20,A00002/B00002/C00003/D06535/
u10136,12/8/2014 17:49,12/8/2014 17:49,A00002/B00002/C00003/D03128/
u10137,12/9/2014 12:49,12/9/2014 12:50,A00002/B00002/C00003/D23580/
u10138,12/9/2014 15:56,12/9/2014 15:56,A00002/B00002/C00009/D00540/;A00002/B00002/C00002/D23923/
u10139,12/9/2014 17:04,12/9/2014 17:04,A00002/B00002/C00009/D00540/;A00002/B00002/C00002/D22524/;A00002/B00002/C00002/D24015/
u10140,12/12/2014 12:36,12/12/2014 12:36,A00002/B00002/C00002/D22524/
u10141,12/13/2014 15:13,12/13/2014 15:13,A00002/B00002/C00003/D14956/
u10142,12/17/2014 22:47,12/17/2014 22:47,A00002/B00002/C00002/D13000/
u10143,12/18/2014 8:37,12/18/2014 8:37,A00002/B00002/C00002/D31234/
u10144,12/18/2014 22:14,12/18/2014 22:14,A00002/B00002/C00003/D32374/
u10145,11/14/2014 0:14,11/14/2014 0:15,A00002/B00002/C00007/D00024/;A00002/B00002/C00007/D00026/
u10146,11/21/2014 14:42,11/21/2014 14:42,A00002/B00003/C00006/D05423/
u10147,11/22/2014 22:08,11/22/2014 22:11,A00005/B00044/C00184/D10205/;A00005/B00044/C00184/D10208/
u10148,11/22/2014 22:14,11/22/2014 22:14,A00005/B00044/C00184/D10212/
u10149,12/5/2014 22:29,12/5/2014 22:30,A00002/B00003/C00046/D02561/
u10150,12/7/2014 20:30,12/7/2014 20:32,A00002/B00003/C00006/D06023/;A00002/B00003/C00006/D15152/
u10151,12/7/2014 20:53,12/7/2014 20:53,A00002/B00003/C00006/D02909/;A00002/B00002/C00007/D10813/
u10152,12/20/2014 22:43,12/20/2014 22:43,A00002/B00003/C00006/D13680/
u10153,11/14/2014 0:36,11/14/2014 0:39,A00002/B00004/C00018/D00043/;A00002/B00004/C00018/D00047/
u10154,11/14/2014 18:32,11/14/2014 18:32,A00005/B00051/C00158/D01509/
u10155,11/14/2014 18:36,11/14/2014 18:36,A00005/B00051/C00158/D01515/
u10156,11/16/2014 0:18,11/16/2014 0:18,A00002/B00001/C00010/D03550/
u10157,11/16/2014 0:40,11/16/2014 0:40,A00002/B00001/C00010/D03553/
u10158,11/16/2014 0:56,11/16/2014 0:56,A00002/B00001/C00075/D03559/
u10159,11/16/2014 1:12,11/16/2014 1:15,A00002/B00002/C00007/D03562/;A00002/B00002/C00007/D03566/
u10160,11/16/2014 23:17,11/16/2014 23:19,A00005/B00051/C00158/D01515/;A00005/B00051/C00158/D04802/
u10161,11/18/2014 15:45,11/18/2014 15:45,A00002/B00001/C00075/D03898/
u10162,11/18/2014 16:10,11/18/2014 16:10,A00002/B00004/C00066/D07222/
u10163,12/1/2014 17:33,12/1/2014 17:33,A00002/B00001/C00010/D01080/
u10164,12/12/2014 17:32,12/12/2014 17:33,A00002/B00001/C00010/D03184/
u10165,12/12/2014 17:59,12/12/2014 17:59,A00002/B00001/C00010/D25205/
u10166,12/12/2014 19:00,12/12/2014 19:00,A00002/B00001/C00010/D01061/
u10167,12/12/2014 19:04,12/12/2014 19:05,A00002/B00001/C00010/D24417/
u10168,12/12/2014 19:08,12/12/2014 19:08,A00002/B00001/C00010/D22853/
u10169,12/13/2014 2:28,12/13/2014 2:28,A00010/B00054/C00163/D25574/
u10170,12/14/2014 15:12,12/14/2014 15:12,A00002/B00004/C00066/D26226/
u10171,12/20/2014 20:31,12/20/2014 20:31,A00001/B00001/C00075/D33237/;A00001/B00001/C00075/D34328/
u10172,12/20/2014 20:42,12/20/2014 20:45,A00001/B00001/C00075/D33237/;A00001/B00001/C00075/D03618/
u10173,12/20/2014 21:20,12/20/2014 21:22,A00001/B00001/C00075/D34375/;A00001/B00001/C00075/D34328/
u10174,11/14/2014 0:37,11/14/2014 0:37,A00001/B00001/C00019/D00044/
u10175,11/17/2014 11:03,11/17/2014 11:03,A00001/B00001/C00019/D05339/
u10176,11/17/2014 16:56,11/17/2014 16:56,A00001/B00001/C00001/D05849/
u10177,11/19/2014 19:21,11/19/2014 19:22,A00001/B00015/C00098/D08023/
u10178,11/19/2014 23:25,11/19/2014 23:25,A00008/B00029/C00088/D08266/
u10179,11/25/2014 20:06,11/25/2014 20:06,A00001/B00001/C00020/D11959/
u10180,12/7/2014 22:02,12/7/2014 22:02,A00001/B00001/C00020/D07360/
u10181,12/16/2014 23:31,12/16/2014 23:31,A00002/B00003/C00079/D30057/
u10182,12/16/2014 23:38,12/16/2014 23:41,A00002/B00003/C00079/D30051/;A00002/B00003/C00079/D30057/
u10183,12/16/2014 23:49,12/16/2014 23:51,A00002/B00003/C00079/D30051/;A00002/B00003/C00079/D30057/
u10184,11/14/2014 0:37,11/14/2014 0:37,A00001/B00001/C00020/D00045/
u10185,11/14/2014 0:39,11/14/2014 0:39,A00002/B00002/C00007/D00048/
u10186,11/14/2014 11:58,11/14/2014 11:58,A00002/B00002/C00002/D00735/
u10187,11/17/2014 11:54,11/17/2014 11:54,A00001/B00001/C00019/D02192/
u10188,11/17/2014 14:34,11/17/2014 14:34,A00002/B00002/C00011/D05652/
u10189,11/28/2014 12:39,11/28/2014 12:39,A00002/B00001/C00100/D15175/
u10190,11/29/2014 19:33,11/29/2014 19:33,A00002/B00002/C00002/D11256/
u10191,11/29/2014 23:41,11/29/2014 23:44,A00002/B00002/C00007/D00390/;A00002/B00002/C00002/D16086/
u10192,11/29/2014 23:57,11/29/2014 23:57,A00002/B00002/C00002/D16090/
u10193,12/1/2014 1:03,12/1/2014 1:05,A00002/B00002/C00002/D16179/;A00002/B00002/C00002/D16180/
u10194,12/1/2014 11:33,12/1/2014 11:33,A00002/B00001/C00123/D16568/
u10195,12/1/2014 11:58,12/1/2014 11:58,A00002/B00002/C00002/D16596/
u10196,12/3/2014 23:29,12/3/2014 23:29,A00002/B00001/C00049/D01267/
u10197,12/3/2014 23:54,12/3/2014 23:54,A00002/B00002/C00002/D18149/
u10198,12/5/2014 0:55,12/5/2014 0:55,A00002/B00004/C00018/D18161/
u10199,12/6/2014 14:43,12/6/2014 14:43,A00002/B00001/C00059/D19204/
u10200,12/9/2014 0:26,12/9/2014 0:26,A00002/B00001/C00053/D23033/
u10201,12/12/2014 23:20,12/12/2014 23:20,A00002/B00002/C00004/D25538/
u10202,12/17/2014 23:54,12/17/2014 23:54,A00002/B00002/C00112/D31150/
u10203,12/18/2014 20:19,12/18/2014 20:20,A00003/B00036/C00175/D32245/
u10204,12/19/2014 14:40,12/19/2014 14:42,A00003/B00036/C00190/D33072/;A00003/B00036/C00175/D33078/
u10205,12/19/2014 14:49,12/19/2014 14:49,A00003/B00036/C00048/D33089/
u10206,12/21/2014 13:35,12/21/2014 13:35,A00002/B00001/C00059/D34692/
u10207,12/22/2014 23:41,12/22/2014 23:41,A00003/B00012/C00028/D36117/
u10208,11/14/2014 0:41,11/14/2014 0:41,A00002/B00002/C00022/D00051/
u10209,11/22/2014 7:01,11/22/2014 7:01,A00002/B00003/C00014/D09231/
u10210,11/22/2014 7:04,11/22/2014 7:04,A00002/B00003/C00014/D09232/;A00002/B00003/C00014/D09233/
u10211,11/23/2014 23:29,11/23/2014 23:32,A00002/B00003/C00014/D11017/;A00010/B00055/C00135/D11018/
u10212,11/23/2014 23:40,11/23/2014 23:40,A00002/B00016/C00131/D11027/
u10213,11/23/2014 23:55,11/23/2014 23:55,A00002/B00002/C00022/D11042/
u10214,11/25/2014 15:57,11/25/2014 15:57,A00002/B00007/C00023/D11754/
u10215,11/14/2014 0:54,11/14/2014 0:54,A00002/B00002/C00007/D00057/
u10216,11/14/2014 1:37,11/14/2014 1:55,A00003/B00008/C00026/D00070/;A00003/B00008/C00026/D00074/
u10217,11/14/2014 1:46,11/14/2014 1:46,A00001/B00001/C00020/D00072/
u10218,11/16/2014 0:48,11/16/2014 0:48,A00001/B00001/C00019/D03556/
u10219,11/16/2014 0:56,11/16/2014 0:58,A00001/B00001/C00019/D03558/;A00001/B00001/C00019/D03556/;A00001/B00031/C00044/D03560/
u10220,11/16/2014 1:42,11/16/2014 1:48,A00004/B00014/C00083/D03570/;A00004/B00014/C00083/D03571/;A00004/B00014/C00206/D03573/;A00004/B00014/C00083/D03575/
u10221,11/16/2014 1:55,11/16/2014 1:55,A00004/B00014/C00213/D03576/
u10222,11/16/2014 6:55,11/16/2014 6:55,A00007/B00063/C00216/D03661/
u10223,11/16/2014 7:04,11/16/2014 7:04,A00007/B00063/C00217/D03664/
u10224,11/16/2014 7:11,11/16/2014 7:11,A00006/B00053/C00199/D03669/
u10225,11/16/2014 22:13,11/16/2014 22:13,A00001/B00009/C00038/D04675/
u10226,11/16/2014 22:18,11/16/2014 22:18,A00001/B00009/C00038/D02708/
u10227,11/16/2014 23:11,11/16/2014 23:11,A00001/B00009/C00038/D04796/
u10228,11/17/2014 9:11,11/17/2014 9:11,A00001/B00001/C00019/D05068/
u10229,11/17/2014 12:54,11/17/2014 12:54,A00001/B00001/C00019/D05490/
u10230,11/18/2014 0:45,11/18/2014 0:46,A00006/B00033/C00119/D06358/;A00006/B00033/C00119/D06359/
u10231,11/19/2014 0:09,11/19/2014 0:10,A00001/B00001/C00012/D07583/;A00001/B00001/C00019/D07584/
u10232,12/5/2014 1:42,12/5/2014 1:51,A00001/B00009/C00038/D18162/;A00001/B00009/C00038/D18163/;A00001/B00009/C00038/D18164/;A00001/B00009/C00038/D18165/;A00001/B00009/C00038/D18166/;A00001/B00009/C00038/D18167/;A00001/B00009/C00038/D18168/;A00001/B00009/C00038/D18169/;A00001/B00009/C00038/D18170/;A00001/B00009/C00038/D18171/;A00001/B00009/C00038/D18172/
u10233,12/5/2014 1:55,12/5/2014 2:03,A00001/B00009/C00028/D18173/;A00001/B00009/C00028/D18174/;A00001/B00009/C00028/D04812/;A00001/B00009/C00028/D18175/;A00001/B00009/C00028/D04810/;A00001/B00009/C00028/D18176/;A00001/B00009/C00028/D18177/;A00001/B00009/C00028/D18178/;A00001/B00009/C00028/D06153/
u10234,12/5/2014 2:07,12/5/2014 2:08,A00001/B00004/C00132/D18179/;A00001/B00004/C00132/D18180/
u10235,12/22/2014 1:56,12/22/2014 1:56,A00001/B00031/C00012/D35077/
u10236,11/14/2014 2:05,11/14/2014 2:06,A00001/B00001/C00001/D00080/;A00001/B00001/C00001/D00081/
u10237,11/14/2014 2:46,11/14/2014 2:46,A00001/B00001/C00001/D00081/
u10238,11/14/2014 5:26,11/14/2014 5:27,A00001/B00001/C00001/D00087/;A00001/B00001/C00001/D00081/
u10239,11/16/2014 4:47,11/16/2014 4:50,A00001/B00001/C00075/D03624/;A00001/B00001/C00075/D03625/;A00001/B00001/C00075/D03612/;A00001/B00001/C00075/D03615/
u10240,11/16/2014 4:57,11/16/2014 5:01,A00001/B00001/C00075/D03609/;A00001/B00001/C00075/D03610/;A00001/B00001/C00075/D03626/;A00001/B00001/C00075/D03616/;A00001/B00001/C00075/D03627/;A00001/B00001/C00075/D03620/;A00001/B00001/C00075/D03613/;A00001/B00001/C00075/D03628/;A00001/B00001/C00075/D03614/;A00001/B00001/C00075/D03625/
u10241,11/16/2014 5:15,11/16/2014 5:21,A00001/B00001/C00075/D03615/;A00001/B00001/C00075/D03629/;A00001/B00001/C00075/D03630/;A00001/B00001/C00001/D03585/;A00001/B00001/C00001/D03587/;A00001/B00001/C00001/D03631/;A00001/B00001/C00001/D03588/;A00001/B00001/C00001/D01111/;A00001/B00001/C00001/D03632/
u10242,11/16/2014 5:24,11/16/2014 5:25,A00001/B00001/C00001/D03604/;A00001/B00001/C00075/D03612/
u10243,11/17/2014 17:36,11/17/2014 17:36,A00001/B00001/C00075/D03625/
u10244,11/21/2014 0:00,11/21/2014 0:01,A00001/B00001/C00075/D03615/;A00001/B00001/C00075/D03610/
u10245,11/21/2014 0:51,11/21/2014 0:52,A00001/B00001/C00075/D03625/;A00001/B00001/C00075/D03615/
u10246,11/21/2014 22:10,11/21/2014 22:19,A00001/B00001/C00019/D09102/;A00001/B00001/C00020/D09104/;A00001/B00001/C00075/D03611/;A00001/B00001/C00182/D04870/;A00001/B00001/C00075/D09108/;A00001/B00009/C00031/D09110/;A00001/B00001/C00075/D03628/;A00001/B00001/C00301/D09118/;A00001/B00001/C00301/D09120/
u10247,11/21/2014 22:23,11/21/2014 22:26,A00001/B00001/C00001/D09128/;A00001/B00001/C00019/D09129/;A00001/B00001/C00075/D03630/;A00001/B00001/C00301/D09120/
